"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Interest Payment Frequency","Interest Rate"
"912795YW5","Bill","13-Week","12/04/2006","12/07/2006","03/08/2007","98.768972","",""
"912795ZK0","Bill","26-Week","12/04/2006","12/07/2006","06/07/2007","97.553111","",""
"912795TW1","Bill","10-Day","12/04/2006","12/05/2006","12/15/2006","99.855694","",""
"912795TW1","Bill","14-Day","11/29/2006","12/01/2006","12/15/2006","99.797194","",""
"912828GA2","Note","5-Year","11/29/2006","11/30/2006","11/30/2011","99.968974","Semi-Annual","4.500%"
"912795YL9","Bill","4-Week","11/28/2006","11/30/2006","12/28/2006","99.597889","",""
"912828FZ8","Note","2-Year","11/28/2006","11/30/2006","11/30/2008","99.873505","Semi-Annual","4.625%"
"912795YV7","Bill","13-Week","11/27/2006","11/30/2006","03/01/2007","98.760125","",""
"912795ZJ3","Bill","26-Week","11/27/2006","11/30/2006","05/31/2007","97.505083","",""
"912795YK1","Bill","4-Week","11/21/2006","11/24/2006","12/21/2006","99.613000","",""
"912795YU9","Bill","13-Week","11/20/2006","11/24/2006","02/22/2007","98.765000","",""
"912795ZH7","Bill","26-Week","11/20/2006","11/24/2006","05/24/2007","97.516278","",""
"912795YJ4","Bill","4-Week","11/14/2006","11/16/2006","12/14/2006","99.599444","",""
"912795YE5","Bill","1-Day","11/14/2006","11/15/2006","11/16/2006","99.985583","",""
"912795YT2","Bill","13-Week","11/13/2006","11/16/2006","02/15/2007","98.747486","",""
"912795ZG9","Bill","26-Week","11/13/2006","11/16/2006","05/17/2007","97.494972","",""
"912795YG0","Bill","15-Day","11/13/2006","11/15/2006","11/30/2006","99.784583","",""
"912828FY1","Note","10-Year","11/09/2006","11/15/2006","11/15/2016","99.984133","Semi-Annual","4.625%"
"912828FX3","Note","3-Year","11/08/2006","11/15/2006","11/15/2009","99.886450","Semi-Annual","4.625%"
"912795YH8","Bill","4-Week","11/07/2006","11/09/2006","12/07/2006","99.602944","",""
"912795YS4","Bill","13-Week","11/06/2006","11/09/2006","02/08/2007","98.747486","",""
"912795ZF1","Bill","26-Week","11/06/2006","11/09/2006","05/10/2007","97.482333","",""
"912795YG0","Bill","4-Week","10/31/2006","11/02/2006","11/30/2006","99.604500","",""
"912795YR6","Bill","13-Week","10/30/2006","11/02/2006","02/01/2007","98.742431","",""
"912795ZE4","Bill","26-Week","10/30/2006","11/02/2006","05/03/2007","97.494972","",""
"912828FW5","Note","5-Year","10/26/2006","10/31/2006","10/31/2011","99.695653","Semi-Annual","4.625%"
"912828FV7","Note","2-Year","10/24/2006","10/31/2006","10/31/2008","99.964216","Semi-Annual","4.875%"
"912795YF2","Bill","4-Week","10/24/2006","10/26/2006","11/24/2006","99.592792","",""
"912828FB1","Note","4-Year 6-Month","10/23/2006","10/31/2006","04/15/2011","101.365114","Semi-Annual","2.375%"
"912795YQ8","Bill","13-Week","10/23/2006","10/26/2006","01/25/2007","98.738639","",""
"912795ZD6","Bill","26-Week","10/23/2006","10/26/2006","04/26/2007","97.484861","",""
"912795YE5","Bill","4-Week","10/17/2006","10/19/2006","11/16/2006","99.615000","",""
"912795YP0","Bill","13-Week","10/16/2006","10/19/2006","01/18/2007","98.751278","",""
"912795ZC8","Bill","26-Week","10/16/2006","10/19/2006","04/19/2007","97.505083","",""
"912828FL9","Note","9-Year 9-Month","10/12/2006","10/16/2006","07/15/2016","101.503690","Semi-Annual","2.500%"
"912795YD7","Bill","4-Week","10/11/2006","10/12/2006","11/09/2006","99.627833","",""
"912795YN5","Bill","13-Week","10/10/2006","10/12/2006","01/11/2007","98.774028","",""
"912795ZB0","Bill","26-Week","10/10/2006","10/12/2006","04/12/2007","97.527833","",""
"912795YC9","Bill","4-Week","10/03/2006","10/05/2006","11/02/2006","99.642222","",""
"912795YM7","Bill","13-Week","10/02/2006","10/05/2006","01/04/2007","98.795514","",""
"912795ZA2","Bill","26-Week","10/02/2006","10/05/2006","04/05/2007","97.560694","",""
"912828FU9","Note","5-Year","09/28/2006","10/02/2006","09/30/2011","99.694413","Semi-Annual","4.500%"
"912828FT2","Note","2-Year","09/27/2006","10/02/2006","09/30/2008","99.933494","Semi-Annual","4.625%"
"912795YB1","Bill","4-Week","09/26/2006","09/28/2006","10/26/2006","99.646500","",""
"912795YL9","Bill","13-Week","09/25/2006","09/28/2006","12/28/2006","98.794250","",""
"912795YZ8","Bill","26-Week","09/25/2006","09/28/2006","03/29/2007","97.568278","",""
"912795YA3","Bill","4-Week","09/19/2006","09/21/2006","10/19/2006","99.639111","",""
"912795YK1","Bill","13-Week","09/18/2006","09/21/2006","12/21/2006","98.782875","",""
"912795YY1","Bill","26-Week","09/18/2006","09/21/2006","03/22/2007","97.512667","",""
"912795TV3","Bill","1-Day","09/13/2006","09/14/2006","09/15/2006","99.985556","",""
"912828FQ8","Note","9-Year 11-Month","09/12/2006","09/15/2006","08/15/2016","100.499835","Semi-Annual","4.875%"
"912795XZ9","Bill","4-Week","09/12/2006","09/14/2006","10/12/2006","99.636389","",""
"912795YJ4","Bill","13-Week","09/11/2006","09/14/2006","12/14/2006","98.781611","",""
"912795YX3","Bill","26-Week","09/11/2006","09/14/2006","03/15/2007","97.505083","",""
"912795XY2","Bill","4-Week","09/06/2006","09/07/2006","10/05/2006","99.627444","",""
"912795TV3","Bill","8-Day","09/05/2006","09/07/2006","09/15/2006","99.885222","",""
"912795YH8","Bill","13-Week","09/05/2006","09/07/2006","12/07/2006","98.772764","",""
"912795YW5","Bill","26-Week","09/05/2006","09/07/2006","03/08/2007","97.512667","",""
"912795TV3","Bill","14-Day","08/30/2006","09/01/2006","09/15/2006","99.798944","",""
"912828FS4","Note","5-Year","08/30/2006","08/31/2006","08/31/2011","99.502144","Semi-Annual","4.625%"
"912795XX4","Bill","4-Week","08/29/2006","08/31/2006","09/28/2006","99.603333","",""
"912828FR6","Note","2-Year","08/29/2006","08/31/2006","08/31/2008","99.913392","Semi-Annual","4.875%"
"912795YG0","Bill","13-Week","08/28/2006","08/31/2006","11/30/2006","98.746222","",""
"912795YV7","Bill","26-Week","08/28/2006","08/31/2006","03/01/2007","97.487389","",""
"912795XW6","Bill","4-Week","08/22/2006","08/24/2006","09/21/2006","99.605278","",""
"912795YF2","Bill","13-Week","08/21/2006","08/24/2006","11/24/2006","98.728611","",""
"912795YU9","Bill","26-Week","08/21/2006","08/24/2006","02/22/2007","97.484861","",""
"912795XV8","Bill","4-Week","08/15/2006","08/17/2006","09/14/2006","99.605278","",""
"912795YE5","Bill","13-Week","08/14/2006","08/17/2006","11/16/2006","98.741167","",""
"912795YT2","Bill","26-Week","08/14/2006","08/17/2006","02/15/2007","97.457056","",""
"912810FT0","Bond","29-Year 6-Month","08/10/2006","08/15/2006","02/15/2036","91.181992","Semi-Annual","4.500%"
"912828FQ8","Note","10-Year","08/09/2006","08/15/2006","08/15/2016","99.569877","Semi-Annual","4.875%"
"912795XU0","Bill","4-Week","08/08/2006","08/10/2006","09/07/2006","99.600611","",""
"912828FP0","Note","3-Year","08/07/2006","08/15/2006","08/15/2009","99.936548","Semi-Annual","4.875%"
"912795YD7","Bill","13-Week","08/07/2006","08/10/2006","11/09/2006","98.738639","",""
"912795YS4","Bill","26-Week","08/07/2006","08/10/2006","02/08/2007","97.477278","",""
"912795XT3","Bill","4-Week","08/01/2006","08/03/2006","08/31/2006","99.601778","",""
"912795YC9","Bill","13-Week","07/31/2006","08/03/2006","11/02/2006","98.742431","",""
"912795YR6","Bill","26-Week","07/31/2006","08/03/2006","02/01/2007","97.484861","",""
"912828FN5","Note","5-Year","07/27/2006","07/31/2006","07/31/2011","99.474808","Semi-Annual","4.875%"
"912828FM7","Note","2-Year","07/26/2006","07/31/2006","07/31/2008","99.830895","Semi-Annual","5.000%"
"912810FS2","Bond","19-Year 6-Month","07/25/2006","07/31/2006","01/15/2026","94.278150","Semi-Annual","2.000%"
"912795XS5","Bill","4-Week","07/25/2006","07/27/2006","08/24/2006","99.617333","",""
"912795YB1","Bill","13-Week","07/24/2006","07/27/2006","10/26/2006","98.742431","",""
"912795YQ8","Bill","26-Week","07/24/2006","07/27/2006","01/25/2007","97.441889","",""
"912795XR7","Bill","4-Week","07/18/2006","07/20/2006","08/17/2006","99.622778","",""
"912795YA3","Bill","13-Week","07/17/2006","07/20/2006","10/19/2006","98.744958","",""
"912795YP0","Bill","26-Week","07/17/2006","07/20/2006","01/18/2007","97.426722","",""
"912828FL9","Note","10-Year","07/13/2006","07/17/2006","07/15/2016","99.593010","Semi-Annual","2.500%"
"912795XQ9","Bill","4-Week","07/11/2006","07/13/2006","08/10/2006","99.626278","",""
"912795XZ9","Bill","13-Week","07/10/2006","07/13/2006","10/12/2006","98.755069","",""
"912795YN5","Bill","26-Week","07/10/2006","07/13/2006","01/11/2007","97.419139","",""
"912795XP1","Bill","4-Week","07/05/2006","07/06/2006","08/03/2006","99.631722","",""
"912795XY2","Bill","13-Week","07/03/2006","07/06/2006","10/05/2006","98.747486","",""
"912795YM7","Bill","26-Week","07/03/2006","07/06/2006","01/04/2007","97.426722","",""
"912828FK1","Note","5-Year","06/28/2006","06/30/2006","06/30/2011","99.660453","Semi-Annual","5.125%"
"912828FJ4","Note","2-Year","06/27/2006","06/30/2006","06/30/2008","99.786183","Semi-Annual","5.125%"
"912795XN6","Bill","4-Week","06/27/2006","06/29/2006","07/27/2006","99.628611","",""
"912795XX4","Bill","13-Week","06/26/2006","06/29/2006","09/28/2006","98.760125","",""
"912795YL9","Bill","26-Week","06/26/2006","06/29/2006","12/28/2006","97.416611","",""
"912795XM8","Bill","4-Week","06/20/2006","06/22/2006","07/20/2006","99.642222","",""
"912795XW6","Bill","13-Week","06/19/2006","06/22/2006","09/21/2006","98.779083","",""
"912795YK1","Bill","26-Week","06/19/2006","06/22/2006","12/21/2006","97.444417","",""
"912795XL0","Bill","4-Week","06/13/2006","06/15/2006","07/13/2006","99.638722","",""
"912795XV8","Bill","13-Week","06/12/2006","06/15/2006","09/14/2006","98.786667","",""
"912795YJ4","Bill","26-Week","06/12/2006","06/15/2006","12/14/2006","97.510139","",""
"912828FF2","Note","9-Year 11-Month","06/08/2006","06/15/2006","05/15/2016","101.154246","Semi-Annual","5.125%"
"912795XK2","Bill","4-Week","06/06/2006","06/08/2006","07/06/2006","99.634444","",""
"912795XU0","Bill","13-Week","06/05/2006","06/08/2006","09/07/2006","98.809417","",""
"912795YH8","Bill","26-Week","06/05/2006","06/08/2006","12/07/2006","97.565750","",""
"912795XG1","Bill","9-Day","06/05/2006","06/06/2006","06/15/2006","99.878125","",""
"912795XJ5","Bill","4-Week","05/31/2006","06/01/2006","06/29/2006","99.638722","",""
"912795XG1","Bill","13-Day","05/30/2006","06/02/2006","06/15/2006","99.824139","",""
"912795XT3","Bill","13-Week","05/30/2006","06/01/2006","08/31/2006","98.806889","",""
"912795YG0","Bill","26-Week","05/30/2006","06/01/2006","11/30/2006","97.553111","",""
"912828FH8","Note","5-Year","05/25/2006","05/31/2006","05/31/2011","99.693242","Semi-Annual","4.875%"
"912828FG0","Note","2-Year","05/24/2006","05/31/2006","05/31/2008","99.890815","Semi-Annual","4.875%"
"912795XH9","Bill","4-Week","05/23/2006","05/25/2006","06/22/2006","99.637944","",""
"912795XS5","Bill","13-Week","05/22/2006","05/25/2006","08/24/2006","98.810681","",""
"912795YF2","Bill","26-Week","05/22/2006","05/25/2006","11/24/2006","97.554917","",""
"912795XG1","Bill","4-Week","05/16/2006","05/18/2006","06/15/2006","99.637556","",""
"912795XR7","Bill","13-Week","05/15/2006","05/18/2006","08/17/2006","98.801833","",""
"912795YE5","Bill","26-Week","05/15/2006","05/18/2006","11/16/2006","97.563222","",""
"912828FF2","Note","10-Year","05/11/2006","05/15/2006","05/15/2016","99.883851","Semi-Annual","5.125%"
"912828FE5","Note","3-Year","05/09/2006","05/15/2006","05/15/2009","99.669485","Semi-Annual","4.875%"
"912795XF3","Bill","4-Week","05/09/2006","05/11/2006","06/08/2006","99.640667","",""
"912795XQ9","Bill","13-Week","05/08/2006","05/11/2006","08/10/2006","98.801833","",""
"912795YD7","Bill","26-Week","05/08/2006","05/11/2006","11/09/2006","97.558167","",""
"912795XE6","Bill","4-Week","05/02/2006","05/04/2006","06/01/2006","99.644167","",""
"912795XP1","Bill","13-Week","05/01/2006","05/04/2006","08/03/2006","98.815736","",""
"912795YC9","Bill","26-Week","05/01/2006","05/04/2006","11/02/2006","97.583444","",""
"912828FD7","Note","5-Year","04/27/2006","05/01/2006","04/30/2011","99.610037","Semi-Annual","4.875%"
"912828FC9","Note","2-Year","04/26/2006","05/01/2006","04/30/2008","99.811765","Semi-Annual","4.875%"
"912828FB1","Note","5-Year","04/25/2006","04/28/2006","04/15/2011","100.067434","Semi-Annual","2.375%"
"912795XD8","Bill","4-Week","04/25/2006","04/27/2006","05/25/2006","99.646889","",""
"912795XN6","Bill","13-Week","04/24/2006","04/27/2006","07/27/2006","98.828375","",""
"912795YB1","Bill","26-Week","04/24/2006","04/27/2006","10/26/2006","97.606194","",""
"912795XC0","Bill","4-Week","04/18/2006","04/20/2006","05/18/2006","99.653111","",""
"912795XM8","Bill","13-Week","04/17/2006","04/20/2006","07/20/2006","98.837222","",""
"912795YA3","Bill","26-Week","04/17/2006","04/20/2006","10/19/2006","97.598611","",""
"912828ET3","Note","9-Year 9-Month","04/12/2006","04/17/2006","01/15/2016","96.480271","Semi-Annual","2.000%"
"912795TU5","Bill","4-Day","04/12/2006","04/13/2006","04/17/2006","99.947556","",""
"912795XB2","Bill","4-Week","04/11/2006","04/13/2006","05/11/2006","99.646889","",""
"912795XL0","Bill","13-Week","04/10/2006","04/13/2006","07/13/2006","98.844806","",""
"912795XZ9","Bill","26-Week","04/10/2006","04/13/2006","10/12/2006","97.623889","",""
"912795TU5","Bill","10-Day","04/06/2006","04/07/2006","04/17/2006","99.869861","",""
"912795TU5","Bill","11-Day","04/05/2006","04/06/2006","04/17/2006","99.857153","",""
"912795XA4","Bill","4-Week","04/04/2006","04/06/2006","05/04/2006","99.646111","",""
"912795XK2","Bill","13-Week","04/03/2006","04/06/2006","07/06/2006","98.853653","",""
"912795XY2","Bill","26-Week","04/03/2006","04/06/2006","10/05/2006","97.639056","",""
"912795TU5","Bill","14-Day","03/30/2006","04/03/2006","04/17/2006","99.817806","",""
"912828FA3","Note","5-Year","03/29/2006","03/31/2006","03/31/2011","99.845985","Semi-Annual","4.750%"
"912795WZ0","Bill","4-Week","03/28/2006","03/30/2006","04/27/2006","99.639889","",""
"912828EZ9","Note","2-Year","03/27/2006","03/31/2006","03/31/2008","99.801852","Semi-Annual","4.625%"
"912795XJ5","Bill","13-Week","03/27/2006","03/30/2006","06/29/2006","98.863764","",""
"912795XX4","Bill","26-Week","03/27/2006","03/30/2006","09/28/2006","97.674444","",""
"912795WY3","Bill","4-Week","03/21/2006","03/23/2006","04/20/2006","99.642222","",""
"912795XH9","Bill","13-Week","03/20/2006","03/23/2006","06/22/2006","98.851125","",""
"912795XW6","Bill","26-Week","03/20/2006","03/23/2006","09/21/2006","97.669389","",""
"912795WX5","Bill","4-Week","03/14/2006","03/16/2006","04/13/2006","99.658167","",""
"912795TS0","Bill","1-Day","03/14/2006","03/14/2006","03/15/2006","99.987750","",""
"912795XG1","Bill","13-Week","03/13/2006","03/16/2006","06/15/2006","98.859972","",""
"912795XV8","Bill","26-Week","03/13/2006","03/16/2006","09/14/2006","97.651694","",""
"912828EW6","Note","9-Year 11-Month","03/09/2006","03/15/2006","02/15/2016","97.955698","Semi-Annual","4.500%"
"912795WW7","Bill","4-Week","03/07/2006","03/09/2006","04/06/2006","99.659333","",""
"912795TT8","Bill","6-Day","03/07/2006","03/08/2006","03/14/2006","99.927000","",""
"912795XF3","Bill","13-Week","03/06/2006","03/09/2006","06/08/2006","98.862500","",""
"912795XU0","Bill","26-Week","03/06/2006","03/09/2006","09/07/2006","97.674444","",""
"912795TS0","Bill","12-Day","03/01/2006","03/03/2006","03/15/2006","99.851833","",""
"912795WV9","Bill","4-Week","02/28/2006","03/02/2006","03/30/2006","99.658556","",""
"912795XE6","Bill","13-Week","02/27/2006","03/02/2006","06/01/2006","98.859972","",""
"912795XT3","Bill","26-Week","02/27/2006","03/02/2006","08/31/2006","97.684556","",""
"912828EX4","Note","5-Year","02/23/2006","02/28/2006","02/28/2011","99.460872","Semi-Annual","4.500%"
"912828EY2","Note","2-Year","02/22/2006","02/28/2006","02/29/2008","99.879165","Semi-Annual","4.625%"
"912795WU1","Bill","4-Week","02/22/2006","02/23/2006","03/23/2006","99.661667","",""
"912795XD8","Bill","13-Week","02/21/2006","02/23/2006","05/25/2006","98.875139","",""
"912795XS5","Bill","26-Week","02/21/2006","02/23/2006","08/24/2006","97.702250","",""
"912795WT4","Bill","4-Week","02/14/2006","02/16/2006","03/16/2006","99.663222","",""
"912795XC0","Bill","13-Week","02/13/2006","02/16/2006","05/18/2006","98.877667","",""
"912795XR7","Bill","26-Week","02/13/2006","02/16/2006","08/17/2006","97.704778","",""
"912810FT0","Bond","30-Year","02/09/2006","02/15/2006","02/15/2036","99.510492","Semi-Annual","4.500%"
"912828EW6","Note","10-Year","02/08/2006","02/15/2006","02/15/2016","99.681335","Semi-Annual","4.500%"
"912828EV8","Note","3-Year","02/07/2006","02/15/2006","02/15/2009","99.736583","Semi-Annual","4.500%"
"912795WS6","Bill","4-Week","02/07/2006","02/09/2006","03/09/2006","99.671000","",""
"912795XB2","Bill","13-Week","02/06/2006","02/09/2006","05/11/2006","98.894097","",""
"912795XQ9","Bill","26-Week","02/06/2006","02/09/2006","08/10/2006","97.725000","",""
"912795WR8","Bill","4-Week","01/31/2006","02/02/2006","03/02/2006","99.666333","",""
"912795XA4","Bill","13-Week","01/30/2006","02/02/2006","05/04/2006","98.894097","",""
"912795XP1","Bill","26-Week","01/30/2006","02/02/2006","08/03/2006","97.757861","",""
"912828EU0","Note","2-Year","01/25/2006","01/31/2006","01/31/2008","99.901510","Semi-Annual","4.375%"
"912810FS2","Bond","20-Year","01/24/2006","01/31/2006","01/15/2026","98.949064","Semi-Annual","2.000%"
"912795WQ0","Bill","4-Week","01/24/2006","01/26/2006","02/23/2006","99.677611","",""
"912795WZ0","Bill","13-Week","01/23/2006","01/26/2006","04/27/2006","98.915583","",""
"912795XN6","Bill","26-Week","01/23/2006","01/26/2006","07/27/2006","97.805889","",""
"912795WP2","Bill","4-Week","01/18/2006","01/19/2006","02/16/2006","99.692778","",""
"912795WY3","Bill","13-Week","01/17/2006","01/19/2006","04/20/2006","98.920639","",""
"912795XM8","Bill","26-Week","01/17/2006","01/19/2006","07/20/2006","97.818528","",""
"912828ET3","Note","10-Year","01/12/2006","01/17/2006","01/15/2016","99.722833","Semi-Annual","2.000%"
"912828ES5","Note","5-Year","01/11/2006","01/17/2006","01/15/2011","99.466250","Semi-Annual","4.250%"
"912795WN7","Bill","4-Week","01/10/2006","01/12/2006","02/09/2006","99.683444","",""
"912795WX5","Bill","13-Week","01/09/2006","01/12/2006","04/13/2006","98.950972","",""
"912795XL0","Bill","26-Week","01/09/2006","01/12/2006","07/13/2006","97.851389","",""
"912795WM9","Bill","4-Week","01/04/2006","01/05/2006","02/02/2006","99.691611","",""
"912795WW7","Bill","13-Week","01/03/2006","01/05/2006","04/06/2006","98.971194","",""
"912795XK2","Bill","26-Week","01/03/2006","01/05/2006","07/06/2006","97.843806","",""
"912795TR2","Bill","14-Day","12/29/2005","01/03/2006","01/17/2006","99.840556","",""
"912828ER7","Note","2-Year","12/29/2005","01/03/2006","12/31/2007","99.944505","Semi-Annual","4.375%"
"912795WL1","Bill","4-Week","12/28/2005","12/29/2005","01/26/2006","99.730111","",""
"912795WV9","Bill","13-Week","12/27/2005","12/29/2005","03/30/2006","99.012903","",""
"912795XJ5","Bill","26-Week","12/27/2005","12/29/2005","06/29/2006","97.876667","",""
"912795WK3","Bill","4-Week","12/20/2005","12/22/2005","01/19/2006","99.728167","",""
"912795WU1","Bill","13-Week","12/19/2005","12/22/2005","03/23/2006","99.015431","",""
"912795XH9","Bill","26-Week","12/19/2005","12/22/2005","06/22/2006","97.866556","",""
"912795WJ6","Bill","4-Week","12/13/2005","12/15/2005","01/12/2006","99.722333","",""
"912795WT4","Bill","13-Week","12/12/2005","12/15/2005","03/16/2006","99.034389","",""
"912795XG1","Bill","26-Week","12/12/2005","12/15/2005","06/15/2006","97.886778","",""
"912828EN6","Note","9-Year 11-Month","12/08/2005","12/15/2005","11/15/2015","100.072479","Semi-Annual","4.500%"
"912828EQ9","Note","5-Year","12/07/2005","12/15/2005","12/15/2010","99.733563","Semi-Annual","4.375%"
"912795WE7","Bill","7-Day","12/07/2005","12/08/2005","12/15/2005","99.920667","",""
