"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Interest Payment Frequency","Interest Rate"
"912796DH9","Bill","13-Week","04/07/2014","04/10/2014","07/10/2014","99.992417","None",""
"912796DZ9","Bill","26-Week","04/07/2014","04/10/2014","10/09/2014","99.974722","None",""
"912796BE8","Bill","4-Week","04/01/2014","04/03/2014","05/01/2014","99.998444","None",""
"912796DU0","Bill","52-Week","04/01/2014","04/03/2014","04/02/2015","99.873611","None",""
"912796DE6","Bill","13-Week","03/31/2014","04/03/2014","07/03/2014","99.988625","None",""
"912796DX4","Bill","26-Week","03/31/2014","04/03/2014","10/02/2014","99.967139","None",""
"912828C57","Note","7-Year","03/27/2014","03/31/2014","03/31/2021","99.948469","Semi-Annual","2.250%"
"912828C65","Note","5-Year","03/26/2014","03/31/2014","03/31/2019","99.570515","Semi-Annual","1.625%"
"912828WK2","Note","1-Year 10-Month","03/26/2014","03/28/2014","01/31/2016","99.955121","Quarterly",""
"912828C40","Note","2-Year","03/25/2014","03/31/2014","03/31/2016","99.813097","Semi-Annual","0.375%"
"912796CJ6","Bill","4-Week","03/25/2014","03/27/2014","04/24/2014","99.996500","None",""
"912796BP3","Bill","13-Week","03/24/2014","03/27/2014","06/26/2014","99.987361","None",""
"912796DW6","Bill","26-Week","03/24/2014","03/27/2014","09/25/2014","99.962083","None",""
"912828B25","Note","9-Year 10-Month","03/20/2014","03/31/2014","01/15/2024","99.916048","Semi-Annual","0.625%"
"912796CH0","Bill","4-Week","03/18/2014","03/20/2014","04/17/2014","99.995333","None",""
"912796DD8","Bill","13-Week","03/17/2014","03/20/2014","06/19/2014","99.987361","None",""
"912796CB3","Bill","26-Week","03/17/2014","03/20/2014","09/18/2014","99.959556","None",""
"912810RE0","Bond","29-Year 11-Month","03/13/2014","03/17/2014","02/15/2044","99.904729","Semi-Annual","3.625%"
"912828B66","Note","9-Year 11-Month","03/12/2014","03/17/2014","02/15/2024","100.178824","Semi-Annual","2.750%"
"912828C32","Note","3-Year","03/11/2014","03/17/2014","03/15/2017","99.846425","Semi-Annual","0.750%"
"912796CG2","Bill","4-Week","03/11/2014","03/13/2014","04/10/2014","99.995722","None",""
"912796DC0","Bill","13-Week","03/10/2014","03/13/2014","06/12/2014","99.987361","None",""
"912796DV8","Bill","26-Week","03/10/2014","03/13/2014","09/11/2014","99.959556","None",""
"912796BA6","Bill","4-Week","03/04/2014","03/06/2014","04/03/2014","99.996500","None",""
"912796DP1","Bill","52-Week","03/04/2014","03/06/2014","03/05/2015","99.878667","None",""
"912796DA4","Bill","13-Week","03/03/2014","03/06/2014","06/05/2014","99.987361","None",""
"912796DS5","Bill","26-Week","03/03/2014","03/06/2014","09/04/2014","99.959556","None",""
"912796CK3","Bill","66-Day","02/28/2014","03/03/2014","05/08/2014","99.990833","None",""
"912828B90","Note","7-Year","02/27/2014","02/28/2014","02/28/2021","99.319903","Semi-Annual","2.000%"
"912828WK2","Note","1-Year 11-Month","02/26/2014","02/28/2014","01/31/2016","99.962992","Quarterly",""
"912828C24","Note","5-Year","02/26/2014","02/28/2014","02/28/2019","99.856123","Semi-Annual","1.500%"
"912828B82","Note","2-Year","02/25/2014","02/28/2014","02/29/2016","99.820762","Semi-Annual","0.250%"
"912796CE7","Bill","4-Week","02/25/2014","02/27/2014","03/27/2014","99.997278","None",""
"912796BJ7","Bill","13-Week","02/24/2014","02/27/2014","05/29/2014","99.988625","None",""
"912796DR7","Bill","26-Week","02/24/2014","02/27/2014","08/28/2014","99.962083","None",""
"912810RF7","Bond","30-Year","02/20/2014","02/28/2014","02/15/2044","97.106083","Semi-Annual","1.375%"
"912796CD9","Bill","4-Week","02/19/2014","02/20/2014","03/20/2014","99.997278","None",""
"912796CZ0","Bill","13-Week","02/18/2014","02/20/2014","05/22/2014","99.987361","None",""
"912796BX6","Bill","26-Week","02/18/2014","02/20/2014","08/21/2014","99.962083","None",""
"912796CH0","Bill","58-Day","02/14/2014","02/18/2014","04/17/2014","99.991944","None",""
"912810RE0","Bond","30-Year","02/13/2014","02/18/2014","02/15/2044","98.826296","Semi-Annual","3.625%"
"912828B66","Note","10-Year","02/12/2014","02/18/2014","02/15/2024","99.609744","Semi-Annual","2.750%"
"912828B74","Note","3-Year","02/11/2014","02/18/2014","02/15/2017","99.734055","Semi-Annual","0.625%"
"912796CC1","Bill","4-Week","02/11/2014","02/13/2014","03/13/2014","99.997667","None",""
"912796CM9","Bill","13-Week","02/10/2014","02/13/2014","05/15/2014","99.975986","None",""
"912796DQ9","Bill","26-Week","02/10/2014","02/13/2014","08/14/2014","99.944389","None",""
"912796CJ6","Bill","72-Day","02/10/2014","02/11/2014","04/24/2014","99.982000","None",""
"912796AW9","Bill","4-Week","02/04/2014","02/06/2014","03/06/2014","99.989889","None",""
"912796DG1","Bill","52-Week","02/04/2014","02/06/2014","02/05/2015","99.883722","None",""
"912796CK3","Bill","13-Week","02/03/2014","02/06/2014","05/08/2014","99.989889","None",""
"912796DL0","Bill","26-Week","02/03/2014","02/06/2014","08/07/2014","99.969667","None",""
"912828B33","Note","5-Year","01/30/2014","01/31/2014","01/31/2019","99.655086","Semi-Annual","1.500%"
"912828B58","Note","7-Year","01/30/2014","01/31/2014","01/31/2021","99.580282","Semi-Annual","2.125%"
"912828WK2","Note","2-Year","01/29/2014","01/31/2014","01/31/2016","100.000000","Quarterly",""
"912828B41","Note","2-Year","01/28/2014","01/31/2014","01/31/2016","99.990047","Semi-Annual","0.375%"
"912796CA5","Bill","4-Week","01/28/2014","01/30/2014","02/27/2014","99.996111","None",""
"912796BE8","Bill","13-Week","01/27/2014","01/30/2014","05/01/2014","99.986097","None",""
"912796DK2","Bill","26-Week","01/27/2014","01/30/2014","07/31/2014","99.967139","None",""
"912828B25","Note","10-Year","01/23/2014","01/31/2014","01/15/2024","99.547965","Semi-Annual","0.625%"
"912796BZ1","Bill","4-Week","01/22/2014","01/23/2014","02/20/2014","100.000000","None",""
"912796CJ6","Bill","13-Week","01/21/2014","01/23/2014","04/24/2014","99.991153","None",""
"912796BT5","Bill","26-Week","01/21/2014","01/23/2014","07/24/2014","99.969667","None",""
"912796BY4","Bill","4-Week","01/14/2014","01/16/2014","02/13/2014","100.000000","None",""
"912796CH0","Bill","13-Week","01/13/2014","01/16/2014","04/17/2014","99.991153","None",""
"912796DJ5","Bill","26-Week","01/13/2014","01/16/2014","07/17/2014","99.972194","None",""
"912810RD2","Bond","29-Year 10-Month","01/09/2014","01/15/2014","11/15/2043","97.378077","Semi-Annual","3.750%"
"912828WE6","Note","9-Year 10-Month","01/08/2014","01/15/2014","11/15/2023","97.805126","Semi-Annual","2.750%"
"912828A91","Note","3-Year","01/07/2014","01/15/2014","01/15/2017","99.855034","Semi-Annual","0.750%"
"912796AR0","Bill","4-Week","01/07/2014","01/09/2014","02/06/2014","100.000000","None",""
"912796DF3","Bill","52-Week","01/07/2014","01/09/2014","01/08/2015","99.873611","None",""
"912796CG2","Bill","13-Week","01/06/2014","01/09/2014","04/10/2014","99.986097","None",""
"912796DH9","Bill","26-Week","01/06/2014","01/09/2014","07/10/2014","99.959556","None",""
"912796BW8","Bill","4-Week","12/30/2013","01/02/2014","01/30/2014","99.999611","None",""
"912796BA6","Bill","13-Week","12/30/2013","01/02/2014","04/03/2014","99.983569","None",""
"912796DE6","Bill","26-Week","12/30/2013","01/02/2014","07/03/2014","99.954500","None",""
"912796BV0","Bill","4-Week","12/23/2013","12/26/2013","01/23/2014","99.999611","None",""
"912796CE7","Bill","13-Week","12/23/2013","12/26/2013","03/27/2014","99.982306","None",""
"912796BP3","Bill","26-Week","12/23/2013","12/26/2013","06/26/2014","99.954500","None",""
"912828UX6","Note","4-Year 4-Month","12/19/2013","12/31/2013","04/15/2018","103.227104","Semi-Annual","0.125%"
"912828A83","Note","7-Year","12/19/2013","12/31/2013","12/31/2020","99.935882","Semi-Annual","2.375%"
"912828A75","Note","5-Year","12/18/2013","12/31/2013","12/31/2018","99.521314","Semi-Annual","1.500%"
"912828A67","Note","2-Year","12/17/2013","12/31/2013","12/31/2015","99.810817","Semi-Annual","0.250%"
"912796BU2","Bill","4-Week","12/17/2013","12/19/2013","01/16/2014","99.999222","None",""
"912796CD9","Bill","13-Week","12/16/2013","12/19/2013","03/20/2014","99.983569","None",""
"912796DD8","Bill","26-Week","12/16/2013","12/19/2013","06/19/2014","99.954500","None",""
"912810RD2","Bond","29-Year 11-Month","12/12/2013","12/16/2013","11/15/2043","97.359944","Semi-Annual","3.750%"
"912828WE6","Note","9-Year 11-Month","12/11/2013","12/16/2013","11/15/2023","99.361224","Semi-Annual","2.750%"
"912828A59","Note","3-Year","12/10/2013","12/16/2013","12/15/2016","99.982208","Semi-Annual","0.625%"
"912796AQ2","Bill","4-Week","12/10/2013","12/12/2013","01/09/2014","99.998056","None",""
"912796DB2","Bill","52-Week","12/10/2013","12/12/2013","12/11/2014","99.863500","None",""
"912796CC1","Bill","13-Week","12/09/2013","12/12/2013","03/13/2014","99.982306","None",""
"912796DC0","Bill","26-Week","12/09/2013","12/12/2013","06/12/2014","99.951972","None",""
"912796BS7","Bill","4-Week","12/03/2013","12/05/2013","01/02/2014","99.997667","None",""
"912796AW9","Bill","13-Week","12/03/2013","12/05/2013","03/06/2014","99.981042","None",""
"912796DA4","Bill","26-Week","12/03/2013","12/05/2013","06/05/2014","99.949444","None",""
"912828A42","Note","7-Year","11/27/2013","12/02/2013","11/30/2020","99.313835","Semi-Annual","2.000%"
"912828A34","Note","5-Year","11/26/2013","12/02/2013","11/30/2018","99.566562","Semi-Annual","1.250%"
"912796BR9","Bill","4-Week","11/26/2013","11/29/2013","12/26/2013","99.995125","None",""
"912828A26","Note","2-Year","11/25/2013","12/02/2013","11/30/2015","99.900644","Semi-Annual","0.250%"
"912796CA5","Bill","13-Week","11/25/2013","11/29/2013","02/27/2014","99.980000","None",""
"912796BJ7","Bill","26-Week","11/25/2013","11/29/2013","05/29/2014","99.947208","None",""
"912828VM9","Note","9-Year 8-Month","11/21/2013","11/29/2013","07/15/2023","98.864759","Semi-Annual","0.375%"
"912796BQ1","Bill","4-Week","11/19/2013","11/21/2013","12/19/2013","99.995333","None",""
"912796BZ1","Bill","13-Week","11/18/2013","11/21/2013","02/20/2014","99.979778","None",""
"912796CZ0","Bill","26-Week","11/18/2013","11/21/2013","05/22/2014","99.949444","None",""
"912810RD2","Bond","30-Year","11/14/2013","11/15/2013","11/15/2043","98.932768","Semi-Annual","3.750%"
"912828WE6","Note","10-Year","11/13/2013","11/15/2013","11/15/2023","100.000000","Semi-Annual","2.750%"
"912796AK5","Bill","4-Week","11/13/2013","11/14/2013","12/12/2013","99.995333","None",""
"912796CL1","Bill","52-Week","11/13/2013","11/14/2013","11/13/2014","99.863500","None",""
"912828WF3","Note","3-Year","11/12/2013","11/15/2013","11/15/2016","99.943637","Semi-Annual","0.625%"
"912796BY4","Bill","13-Week","11/12/2013","11/14/2013","02/13/2014","99.981042","None",""
"912796CM9","Bill","26-Week","11/12/2013","11/14/2013","05/15/2014","99.951972","None",""
"912796BN8","Bill","4-Week","11/05/2013","11/07/2013","12/05/2013","99.996111","None",""
"912796AR0","Bill","13-Week","11/04/2013","11/07/2013","02/06/2014","99.987361","None",""
"912796CK3","Bill","26-Week","11/04/2013","11/07/2013","05/08/2014","99.957028","None",""
"912828WC0","Note","7-Year","10/30/2013","10/31/2013","10/31/2020","99.216081","Semi-Annual","1.750%"
"912796BM0","Bill","4-Week","10/29/2013","10/31/2013","11/29/2013","99.995569","None",""
"912828WD8","Note","5-Year","10/29/2013","10/31/2013","10/31/2018","99.758710","Semi-Annual","1.250%"
"912796BW8","Bill","13-Week","10/28/2013","10/31/2013","01/30/2014","99.988625","None",""
"912796BE8","Bill","26-Week","10/28/2013","10/31/2013","05/01/2014","99.959556","None",""
"912828WB2","Note","2-Year","10/28/2013","10/31/2013","10/31/2015","99.854588","Semi-Annual","0.250%"
"912810RA8","Bond","29-Year 4-Month","10/24/2013","10/31/2013","02/15/2043","84.370207","Semi-Annual","0.625%"
"912796BL2","Bill","4-Week","10/22/2013","10/24/2013","11/21/2013","99.997667","None",""
"912796BV0","Bill","13-Week","10/21/2013","10/24/2013","01/23/2014","99.991153","None",""
"912796CJ6","Bill","26-Week","10/21/2013","10/24/2013","04/24/2014","99.964611","None",""
"912796AE9","Bill","4-Week","10/16/2013","10/17/2013","11/14/2013","99.981333","None",""
"912796CJ6","Bill","189-Day","10/16/2013","10/17/2013","04/24/2014","99.929125","None",""
"912796CF4","Bill","52-Week","10/16/2013","10/17/2013","10/16/2014","99.838222","None",""
"912796BU2","Bill","13-Week","10/15/2013","10/17/2013","01/16/2014","99.967139","None",""
"912796CH0","Bill","26-Week","10/15/2013","10/17/2013","04/17/2014","99.924167","None",""
"912810RC4","Bond","29-Year 10-Month","10/10/2013","10/15/2013","08/15/2043","97.618838","Semi-Annual","3.625%"
"912828VS6","Note","9-Year 10-Month","10/09/2013","10/15/2013","08/15/2023","98.645362","Semi-Annual","2.500%"
"912796FU8","Bill","5-Day","10/09/2013","10/10/2013","10/15/2013","99.995833","None",""
"912828WA4","Note","3-Year","10/08/2013","10/15/2013","10/15/2016","99.748139","Semi-Annual","0.625%"
"912796BK4","Bill","4-Week","10/08/2013","10/10/2013","11/07/2013","99.972778","None",""
"912796AQ2","Bill","13-Week","10/07/2013","10/10/2013","01/09/2014","99.991153","None",""
"912796CG2","Bill","26-Week","10/07/2013","10/10/2013","04/10/2014","99.969667","None",""
"912796BF5","Bill","7-Day","10/02/2013","10/03/2013","10/10/2013","99.999417","None",""
"912796BH1","Bill","4-Week","10/01/2013","10/03/2013","10/31/2013","99.990667","None",""
"912796BS7","Bill","13-Week","09/30/2013","10/03/2013","01/02/2014","99.997472","None",""
"912796BA6","Bill","26-Week","09/30/2013","10/03/2013","04/03/2014","99.979778","None",""
"912828VZ0","Note","7-Year","09/26/2013","09/30/2013","09/30/2020","99.623686","Semi-Annual","2.000%"
"912828RH5","Note","5-Year","09/25/2013","09/30/2013","09/30/2018","99.706706","Semi-Annual","1.375%"
"912828VY3","Note","2-Year","09/24/2013","09/30/2013","09/30/2015","99.804850","Semi-Annual","0.250%"
"912796BG3","Bill","4-Week","09/24/2013","09/26/2013","10/24/2013","99.998833","None",""
"912796BR9","Bill","13-Week","09/23/2013","09/26/2013","12/26/2013","99.994944","None",""
"912796CE7","Bill","26-Week","09/23/2013","09/26/2013","03/27/2014","99.974722","None",""
"912828VM9","Note","9-Year 10-Month","09/19/2013","09/30/2013","07/15/2023","99.178464","Semi-Annual","0.375%"
"912795Z87","Bill","4-Week","09/17/2013","09/19/2013","10/17/2013","100.000000","None",""
"912796CB3","Bill","52-Week","09/17/2013","09/19/2013","09/18/2014","99.878667","None",""
"912796BQ1","Bill","13-Week","09/16/2013","09/19/2013","12/19/2013","99.997472","None",""
"912796CD9","Bill","26-Week","09/16/2013","09/19/2013","03/20/2014","99.984833","None",""
"912810RC4","Bond","29-Year 11-Month","09/12/2013","09/16/2013","08/15/2043","96.536207","Semi-Annual","3.625%"
"912828VS6","Note","9-Year 11-Month","09/11/2013","09/16/2013","08/15/2023","96.187171","Semi-Annual","2.500%"
"912828VW7","Note","3-Year","09/10/2013","09/16/2013","09/15/2016","99.887890","Semi-Annual","0.875%"
"912796FM6","Bill","5-Day","09/10/2013","09/12/2013","09/17/2013","99.999444","None",""
"912796BF5","Bill","4-Week","09/10/2013","09/12/2013","10/10/2013","99.999222","None",""
"912796AK5","Bill","13-Week","09/09/2013","09/12/2013","12/12/2013","99.994944","None",""
"912796CC1","Bill","26-Week","09/09/2013","09/12/2013","03/13/2014","99.982306","None",""
"912796FL8","Bill","11-Day","09/04/2013","09/05/2013","09/16/2013","99.999083","None",""
